,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-I-0-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,D_lc-chi-0-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,D_lc-Z-0-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-I-0-all,D_lc-I-1-all,D_lc-I-2-all,D_lc-I-3-all,D_lc-T-0-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-S-0-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-0-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,D_func-chi-0-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_func-Z-0-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-I-0-all,D_func-I-1-all,D_func-I-2-all,D_func-I-3-all,D_func-T-0-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-S-0-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-alpha-0-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all
MOF511,2.8561,21.9024,25.857,52.3562,2304.0,1440.0,1728.0,2688.0,1.0,4.0,6.0,12.0,16.0,40.0,72.0,96.0,2.1904,4.3808,6.8376,11.1888,0.0,-6.2,-5.16,-10.7,0.0,162.0,252.0,520.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,24.0,0.0,2.96,4.26,10.2,203.1938,443.1135,705.0552,868.5645,836.0,1896.0,2772.0,3018.0,32.0,69.0,110.0,141.0,179.0,453.0,670.0,763.0,13.8064,33.9493,51.3326,59.6601,10.5376,12.138,24.7428,19.336,56.5,66.0,105.0,76.0,1.0,1.5,3.0,2.5,2.5,7.5,10.0,8.0,0.5477,0.85855,1.4025,1.12835,41.425,113.565,160.962614,135.052614,0.0,0.935,1.775,1.975,0.0,2.0,8.0,8.5,0.0,0.0,0.0,0.0,0.0,-2.0,-1.0,-1.5,0.0,-0.04,0.34,0.33,0.0,-6.9,-4.00711,-5.05711,5.9168,4.386,10.3028,8.772,32.0,24.0,56.0,48.0,0.5,0.5,1.0,1.0,0.5,1.5,2.0,3.0,0.26645,0.28105,0.5475,0.5621,14.045,29.945,43.99,59.89,0.0,0.445,0.445,0.89,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-2.0,0.0,-0.02,-0.02,-0.04,0.0,-3.0,-3.0,-6.0
MOF512,3.61,16.606,26.296,42.484,841.0,1943.0,2291.0,2639.0,1.0,3.0,5.0,9.0,9.0,24.0,42.0,69.0,1.9044,4.002,6.1272,9.3288,0.0,-3.04,-4.34,-5.26,0.0,20.0,66.0,170.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,1.24,2.46,5.66,169.7514,377.4194,616.09,642.564,570.0,1352.0,1948.0,1920.0,28.0,58.0,100.0,100.0,158.0,378.0,520.0,576.0,10.0956,25.4898,38.0908,40.386,8.5196,13.6876,22.3212,23.712,969.0,997.0,1025.0,70.0,1.0,1.666666667,3.0,3.333333333,3.0,8.666666667,15.0,13.33333333,1.028333333,1.413333333,1.993333333,1.325,397.31,453.0566667,550.2784093,178.1985613,0.0,0.326666667,1.54,2.333333333,0.0,0.666666667,6.0,13.33333333,0.0,0.0,0.0,0.0,0.0,-1.666666667,-2.0,0.0,0.0,-0.013333333,0.213333333,0.733333333,0.0,-2.6,-5.871406667,0.58578,8.5196,19.32553333,16.68326667,23.712,969.0,1469.833333,552.1666667,70.0,1.0,2.5,2.166666667,3.333333333,6.833333333,13.0,20.16666667,20.0,1.028333333,1.925,1.481666667,1.325,397.31,655.6934093,347.6416667,178.1985613,0.0,0.886666667,0.98,2.333333333,0.0,4.666666667,2.0,13.33333333,0.0,0.0,0.0,0.0,0.0,2.166666667,-0.666666667,3.333333333,0.0,0.24,-0.04,0.733333333,0.0,-0.671406667,-7.8,0.58578
MOF513,1.44,31.956,19.8,42.06,3969.0,3906.0,6237.0,5166.0,1.0,8.0,7.0,12.0,64.0,160.0,216.0,248.0,2.8224,9.8784,10.584,15.1872,0.0,-17.03,-8.1,-20.65,0.0,442.0,342.0,674.0,0.0,0.0,0.0,0.0,0.0,44.0,29.0,65.0,0.0,7.56,5.46,11.12,319.1691,663.714,1059.0756,1353.378,1371.0,2916.0,4344.0,4764.0,48.0,102.0,162.0,216.0,264.0,666.0,978.0,1128.0,21.2592,50.8662,76.8402,92.2872,11.07201429,10.95407143,19.5198,18.49842857,60.0,60.0,106.2857143,94.28571429,1.0,1.285714286,2.0,2.285714286,2.142857143,4.714285714,6.0,8.571428571,0.541471429,0.7271,1.107971429,1.2144,42.31857143,86.68714286,111.8942857,153.7029551,0.0,0.508571429,0.762857143,1.625714286,0.0,1.142857143,1.714285714,4.857142857,0.0,0.0,0.0,0.0,0.0,-1.142857143,-1.714285714,-2.857142857,0.0,-0.022857143,-0.034285714,0.045714286,0.0,-3.428571429,-5.142857143,-8.344888571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOF514,2.7225,28.38,25.245,61.314,900.0,1200.0,1080.0,1860.0,1.0,5.0,6.0,14.0,25.0,55.0,100.0,130.0,1.7161,4.7815,6.0522,10.7682,0.0,-8.95,-5.4,-14.06,0.0,110.0,144.0,358.0,0.0,0.0,0.0,0.0,0.0,14.0,10.0,44.0,0.0,2.9,3.24,10.12,281.0342,598.6294,946.8936,1155.2,1208.0,2644.0,3906.0,4124.0,42.0,90.0,142.0,180.0,232.0,582.0,840.0,904.0,18.6426,44.8926,67.3206,76.2964,11.8336,11.696,28.87306667,11.696,64.0,64.0,90.66666667,64.0,1.0,1.333333333,3.333333333,1.333333333,2.0,7.333333333,6.666666667,4.0,0.5329,0.749466667,1.2702,0.749466667,28.09,79.85333333,106.4286993,79.85333333,0.0,1.186666667,3.073333333,1.186666667,0.0,2.666666667,15.33333333,2.666666667,0.0,0.0,0.0,0.0,0.0,-2.666666667,0.666666667,-2.666666667,0.0,-0.053333333,0.693333333,-0.053333333,0.0,-8.0,-2.41422,-8.0,6.161066667,13.38275556,21.33404444,27.08977778,32.66666667,71.55555556,115.1111111,133.7777778,0.666666667,1.555555556,2.666666667,3.555555556,3.777777778,10.0,17.77777778,22.66666667,0.375,0.885,1.533333333,1.92,36.50666667,104.4222222,210.16,274.9744951,0.0,0.326666667,1.088888889,1.897777778,0.0,0.666666667,2.222222222,5.777777778,0.0,0.0,0.0,0.0,0.0,-0.444444444,-1.333333333,-1.333333333,0.0,-0.013333333,-0.044444444,0.106666667,0.0,-2.6,-8.666666667,-10.84760444
MOF515,2.7225,18.64971429,13.93071429,36.76671429,900.0,788.5714286,1491.428571,1560.0,1.0,3.285714286,3.714285714,7.142857143,11.85714286,25.57142857,46.0,59.71428571,1.7161,3.142128571,4.555057143,6.965457143,0.0,-5.881428571,-2.314285714,-10.49714286,0.0,72.28571429,61.71428571,162.2857143,0.0,0.0,0.0,0.0,0.0,4.857142857,1.428571429,10.42857143,0.0,1.905714286,1.388571429,4.04,306.3639,635.5024,1009.2188,1232.026,1371.0,2896.0,4346.0,4648.0,44.0,94.0,148.0,188.0,242.0,606.0,878.0,960.0,20.1644,47.757,71.8668,82.6172,11.8336,8.772,20.6056,17.544,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0.0,0.89,0.89,1.78,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.04,-0.04,-0.08,0.0,-6.0,-6.0,-12.0,10.084,16.40094,28.29754,33.1302,53.875,88.05,152.95,166.65,1.0,1.9,3.35,4.25,4.15,11.1,19.3,24.9,0.55288,1.078745,1.908375,2.309365,46.09225,125.19175,241.3805,317.3401763,0.0,0.62,1.39175,2.5,0.0,1.325,2.9,7.15,0.0,0.0,0.0,0.0,0.0,-1.1,-2.0,-2.65,0.0,-0.0265,-0.058,0.082,0.0,-4.5825,-10.725,-14.8831995
MOF517,2.8561,25.2486,25.24015,53.5392,2304.0,1896.0,4656.0,4008.0,1.0,4.5,6.5,10.5,22.5,61.5,96.0,121.5,2.1904,5.0838,8.3916,12.0102,0.0,-7.335,-3.95,-13.935,0.0,176.5,215.0,420.5,0.0,0.0,0.0,0.0,0.0,10.0,11.0,21.5,0.0,3.225,3.95,7.425,121.4535,228.01,336.0964,387.1588,561.0,1036.0,1492.0,1480.0,16.0,32.0,46.0,54.0,78.0,184.0,234.0,226.0,7.392,16.1712,22.3518,23.333,10.5376,12.138,25.8068,42.986,56.5,66.0,140.0,194.0,1.0,1.5,3.0,4.75,2.5,7.5,14.25,12.75,0.5477,0.85855,1.7025,2.283575,41.425,113.565,211.23,209.1295348,0.0,0.935,1.425,1.24,0.0,2.0,3.0,7.75,0.0,0.0,0.0,0.0,0.0,-2.0,-3.25,0.5,0.0,-0.04,-0.06,0.47,0.0,-6.9,-10.8,1.2911125,11.8336,11.29466667,20.6056,20.49093333,64.0,50.66666667,112.0,105.3333333,1.0,1.333333333,2.0,2.166666667,2.0,4.666666667,5.5,6.833333333,0.5329,0.652133333,1.095,1.154616667,28.09,67.852561,87.98,103.0912805,0.0,1.303333333,0.89,1.496666667,0.0,4.333333333,2.0,4.166666667,0.0,0.0,0.0,0.0,0.0,-1.333333333,-1.5,-2.333333333,0.0,0.08,-0.04,-5.55e-17,0.0,-5.735703333,-6.0,-7.967851667
MOF518,2.7225,15.048,27.6705,38.5605,900.0,630.0,1170.0,1260.0,1.0,3.0,6.0,9.0,9.0,27.0,45.0,63.0,1.7161,2.9475,5.9736,7.4277,0.0,-4.17,-6.87,-8.52,0.0,69.0,141.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,1.68,3.3,6.12,335.596,770.5716,1209.9132,1411.005,1372.0,3318.0,4716.0,4584.0,52.0,114.0,180.0,222.0,294.0,744.0,1104.0,1206.0,22.3188,55.7658,83.4492,92.067,9.2416,16.9936,23.6816,14.44,49.0,91.0,98.0,49.0,1.0,2.0,3.0,2.0,4.0,10.0,14.0,8.0,0.5625,1.14,1.4175,0.855,54.76,138.38,171.732614,116.972614,0.0,0.49,1.33,1.33,0.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-0.02,0.36,0.36,0.0,-3.9,-1.00711,-1.00711,9.2416,20.57211429,37.09234286,30.94285714,49.0,111.0,162.0,105.0,1.0,2.571428571,4.714285714,4.285714286,6.857142857,19.71428571,29.14285714,24.0,0.5625,1.478571429,2.3175,1.832142857,54.76,202.6542857,292.4733609,250.6556014,0.0,1.05,2.13,2.85,0.0,2.142857143,9.857142857,15.0,0.0,0.0,0.0,0.0,0.0,-0.428571429,2.142857143,3.428571429,0.0,-0.042857143,0.445714286,0.771428571,0.0,-8.357142857,-4.637712857,-2.158092857
MOF519,2.7225,27.06,29.4525,61.0005,900.0,1140.0,1260.0,2100.0,1.0,5.0,7.0,14.0,25.0,60.0,105.0,150.0,1.7161,4.8339,7.0609,11.8686,0.0,-8.15,-6.3,-13.87,0.0,112.0,168.0,350.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,40.0,0.0,2.86,3.78,9.28,146.9722,296.2766,446.6038,513.8016,625.0,1274.0,1726.0,1689.0,21.5,44.0,66.0,79.0,110.0,264.0,350.0,347.0,9.34455,21.4914,30.0204,31.8707,10.5376,12.138,24.7428,19.336,56.5,66.0,105.0,76.0,1.0,1.5,3.0,2.5,2.5,7.5,10.0,8.0,0.5477,0.85855,1.4025,1.12835,41.425,113.565,160.962614,135.052614,0.0,0.935,1.775,1.975,0.0,2.0,8.0,8.5,0.0,0.0,0.0,0.0,0.0,-2.0,-1.0,-1.5,0.0,-0.04,0.34,0.33,0.0,-6.9,-4.00711,-5.05711,8.0112,10.4342,17.4966,20.92386667,43.0,51.5,85.0,103.1666667,0.75,1.25,2.0,2.5,2.583333333,6.25,8.166666667,11.33333333,0.409541667,0.660458333,1.027433333,1.319683333,29.9575,76.63960233,111.9142047,156.1417162,0.0,0.674166667,0.9775,1.578333333,0.0,2.166666667,3.5,4.833333333,0.0,0.0,0.0,0.0,0.0,-0.666666667,-0.833333333,-1.833333333,0.0,0.04,0.096666667,0.07,0.0,-3.317851667,-4.135703333,-8.285703333
MOF520,2.8561,33.5296,30.1665,56.6657,2304.0,2208.0,2016.0,2976.0,1.0,6.0,7.0,13.0,36.0,84.0,126.0,174.0,2.1904,6.5416,7.9772,12.3284,0.0,-9.7,-6.02,-11.56,0.0,242.0,294.0,562.0,0.0,0.0,0.0,0.0,0.0,22.0,21.0,49.0,0.0,4.46,4.97,10.91,146.9722,296.2766,446.6038,513.8016,625.0,1274.0,1726.0,1689.0,21.5,44.0,66.0,79.0,110.0,264.0,350.0,347.0,9.34455,21.4914,30.0204,31.8707,10.5376,12.138,24.7428,19.336,56.5,66.0,105.0,76.0,1.0,1.5,3.0,2.5,2.5,7.5,10.0,8.0,0.5477,0.85855,1.4025,1.12835,41.425,113.565,160.962614,135.052614,0.0,0.935,1.775,1.975,0.0,2.0,8.0,8.5,0.0,0.0,0.0,0.0,0.0,-2.0,-1.0,-1.5,0.0,-0.04,0.34,0.33,0.0,-6.9,-4.00711,-5.05711,5.0528,8.2412,12.3452,16.53786667,27.0,39.5,57.0,79.16666667,0.5,1.0,1.5,2.0,2.333333333,5.5,7.166666667,9.833333333,0.276316667,0.519933333,0.753683333,1.038633333,22.935,61.66710233,89.91920467,126.1967162,0.0,0.451666667,0.755,1.133333333,0.0,1.666666667,3.0,3.833333333,0.0,0.0,0.0,0.0,0.0,-0.166666667,-0.333333333,-0.833333333,0.0,0.05,0.106666667,0.09,0.0,-1.817851667,-2.635703333,-5.285703333
MOF521,3.5344,35.61973333,34.5356,94.1692,729.0,1152.0,2439.0,3078.0,1.0,5.666666667,8.0,16.0,32.33333333,84.0,163.0,222.3333333,1.5876,5.0694,8.5302,14.6496,0.0,-8.293333333,-3.33,-20.01,0.0,110.3333333,125.6666667,318.0,0.0,0.0,0.0,0.0,0.0,17.66666667,18.0,52.33333333,0.0,3.116666667,3.31,8.533333333,166.4728,338.5215333,551.9438333,620.3081667,686.5,1423.333333,2013.333333,2001.666667,24.16666667,50.0,81.66666667,94.66666667,135.6666667,345.0,449.0,457.0,10.03028333,23.81406667,34.60683333,37.57706667,11.3152,10.1184,22.26048,18.4736,61.0,55.2,109.2,95.0,1.0,1.2,2.4,2.2,1.6,4.8,6.4,8.0,0.53882,0.68068,1.218,1.18586,33.424,81.36,117.1730456,135.9425228,0.0,0.908,1.244,1.788,0.0,2.0,4.4,4.8,0.0,0.0,0.0,0.0,0.0,-2.0,-1.6,-3.6,0.0,-0.04,0.112,0.004,0.0,-6.36,-5.202844,-10.581422,9.46688,18.15632,37.9432,42.7936,51.2,99.2,140.8,107.2,0.8,2.0,4.6,5.4,5.6,22.8,27.2,21.2,0.42632,1.11836,2.00166,1.92574,22.472,113.42,203.489366,186.5971954,0.0,1.602,4.794,6.136,0.0,3.6,19.2,29.8,0.0,0.0,0.0,0.0,0.0,-2.2,2.0,4.6,0.0,-0.072,0.616,1.304,0.0,-10.8,-14.01422,-6.587018
MOF523,2.8561,29.418675,25.42605,55.208075,2304.0,1944.0,2748.0,3372.0,1.0,5.5,5.75,12.0,33.0,96.5,128.0,222.5,2.1904,6.0458,7.0263,12.617,0.0,-8.1125,-5.3275,-12.3875,0.0,223.5,218.75,505.75,0.0,0.0,0.0,0.0,0.0,18.0,14.75,29.5,0.0,4.055,3.7625,9.235,469.9678,1121.1786,2011.257,2546.278,2158.0,5208.0,8646.0,11056.0,64.0,160.0,288.0,358.0,534.0,1798.0,2438.0,2956.0,29.7472,81.6864,135.674,173.8286,9.808217647,16.61384118,32.77681765,39.89364706,53.11764706,90.70588235,168.0,194.4705882,1.0,2.058823529,3.941176471,5.117647059,5.235294118,16.47058824,28.11764706,37.76470588,0.555770588,1.179147059,2.139558824,2.688558824,62.09058824,167.89,296.1242011,380.8376734,0.0,0.424117647,1.063529412,2.058235294,0.0,0.941176471,3.823529412,8.0,0.0,0.0,0.0,0.0,0.0,-1.411764706,-2.588235294,-3.529411765,0.0,-0.018823529,0.1,0.251764706,0.0,-2.929411765,-4.255450588,-6.899972941,10.5376,17.3608,32.03893333,49.442,56.5,94.0,173.3333333,239.0,1.0,2.0,3.666666667,6.0,4.666666667,15.0,25.83333333,41.5,0.5477,1.1323,2.0748,3.1115,41.425,132.545,244.5316667,365.487614,0.0,1.001666667,1.64,3.815,0.0,2.166666667,3.5,12.5,0.0,0.0,0.0,0.0,0.0,-1.666666667,-3.5,-6.333333333,0.0,-0.043333333,-0.07,0.25,0.0,-7.25,-12.15,-18.25711
MOF524,3.6481,37.8944,34.0935,64.0423,784.0,1288.0,1176.0,1736.0,1.0,6.0,7.0,13.0,36.0,84.0,126.0,162.0,1.4641,5.3482,6.5219,10.0793,0.0,-8.38,-4.48,-8.7,0.0,122.0,154.0,302.0,0.0,0.0,0.0,0.0,0.0,22.0,21.0,51.0,0.0,2.84,3.08,7.4,133.13615,262.395,402.9328,460.5125,588.5,1170.0,1648.0,1616.0,19.0,39.0,59.0,71.0,98.0,237.0,323.0,333.0,8.5467,19.4887,27.7491,29.9859,11.1856,10.455,22.6742,18.44,60.25,57.0,108.5,86.0,1.0,1.25,2.5,2.25,1.75,5.25,7.0,7.0,0.5403,0.710325,1.24875,1.126275,34.7575,86.7275,124.471307,127.416307,0.0,0.9125,1.3325,1.8775,0.0,2.0,5.0,6.25,0.0,0.0,0.0,0.0,0.0,-2.0,-1.5,-2.75,0.0,-0.04,0.15,0.125,0.0,-6.45,-5.003555,-8.528555,5.9168,4.386,10.3028,8.772,32.0,24.0,56.0,48.0,0.5,0.5,1.0,1.0,0.5,1.5,2.0,3.0,0.26645,0.28105,0.5475,0.5621,14.045,29.945,43.99,59.89,0.0,0.445,0.445,0.89,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-2.0,0.0,-0.02,-0.02,-0.04,0.0,-3.0,-3.0,-6.0
MOF525,3.6481,37.8944,38.964,85.7208,784.0,1288.0,1344.0,2016.0,1.0,6.0,8.0,18.0,36.0,90.0,162.0,222.0,1.4641,5.3482,7.4536,12.8018,0.0,-8.38,-5.12,-10.5,0.0,122.0,176.0,432.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,71.0,0.0,2.84,3.52,11.2,131.47365,261.8595,432.4493,506.4258,553.5,1116.0,1613.0,1546.5,19.0,39.0,64.0,79.5,103.0,256.5,364.0,367.5,8.0907,18.8573,28.0686,30.70815,10.7968,13.0152,30.81616,24.62592,58.0,70.8,120.4,87.0,1.0,1.6,3.8,3.2,3.2,11.4,16.4,11.0,0.54474,0.91476,1.6785,1.34652,38.758,119.554,189.7721824,152.9081824,0.0,1.024,2.368,2.51,0.0,2.2,11.8,12.2,0.0,0.0,0.0,0.0,0.0,-2.2,0.6,0.2,0.0,-0.044,0.564,0.556,0.0,-7.5,-2.871376,-3.351376,4.73344,3.5088,8.24224,7.0176,25.6,19.2,44.8,38.4,0.4,0.4,0.8,0.8,0.4,1.2,1.6,2.4,0.21316,0.22484,0.438,0.44968,11.236,23.956,35.192,47.912,0.0,0.356,0.356,0.712,0.0,0.8,0.8,1.6,0.0,0.0,0.0,0.0,0.0,-0.8,-0.8,-1.6,0.0,-0.016,-0.016,-0.032,0.0,-2.4,-2.4,-4.8
MOF526,1.21,31.119,8.415,16.83,3249.0,3762.0,1026.0,2052.0,1.0,9.0,3.0,6.0,81.0,216.0,81.0,162.0,2.8561,11.3061,3.9039,7.8078,0.0,-18.39,-4.35,-8.7,0.0,447.0,153.0,306.0,0.0,0.0,0.0,0.0,0.0,57.0,18.0,36.0,0.0,8.52,2.76,5.52,462.1812,1004.0496,1611.2946,1983.081,1995.0,4470.0,6726.0,7176.0,69.0,150.0,240.0,306.0,390.0,990.0,1464.0,1614.0,30.7917,75.1698,114.9108,131.8674,10.05656667,13.8635,18.07206667,20.485,54.66666667,76.0,98.66666667,104.0,1.0,1.666666667,2.0,2.666666667,3.666666667,7.0,8.666666667,14.0,0.5529,0.9471,1.125266667,1.4322,61.29,122.4166667,143.78,209.8301143,0.0,-4.93e-17,0.593333333,1.14,0.0,0.0,1.333333333,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.333333333,-2.0,0.0,0.0,-0.026666667,0.086666667,0.0,5.92e-16,-4.0,-4.435703333,9.2416,20.8696,34.352,44.384,49.0,112.0,171.5,182.0,1.0,2.5,4.5,6.0,6.5,18.0,31.5,35.0,0.5625,1.42875,2.44875,2.865,54.76,180.19,351.156307,401.185228,0.0,0.735,2.38,3.64,0.0,1.5,7.0,16.0,0.0,0.0,0.0,0.0,0.0,-0.5,-1.0,1.0,0.0,-0.03,0.11,0.68,0.0,-5.85,-14.153555,-9.81422
MOF527,1.2769,31.9677,8.6445,17.289,3481.0,3894.0,1062.0,2124.0,1.0,9.0,3.0,6.0,81.0,216.0,81.0,162.0,3.0976,11.7744,4.0656,8.1312,0.0,-18.12,-4.26,-8.52,0.0,465.0,159.0,318.0,0.0,0.0,0.0,0.0,0.0,57.0,18.0,36.0,0.0,9.15,2.97,5.94,462.1812,1004.0496,1611.2946,1983.081,1995.0,4470.0,6726.0,7176.0,69.0,150.0,240.0,306.0,390.0,990.0,1464.0,1614.0,30.7917,75.1698,114.9108,131.8674,10.05656667,13.8635,18.07206667,20.485,54.66666667,76.0,98.66666667,104.0,1.0,1.666666667,2.0,2.666666667,3.666666667,7.0,8.666666667,14.0,0.5529,0.9471,1.125266667,1.4322,61.29,122.4166667,143.78,209.8301143,0.0,-4.93e-17,0.593333333,1.14,0.0,0.0,1.333333333,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.333333333,-2.0,0.0,0.0,-0.026666667,0.086666667,0.0,5.92e-16,-4.0,-4.435703333,9.2416,20.8696,34.352,44.384,49.0,112.0,171.5,182.0,1.0,2.5,4.5,6.0,6.5,18.0,31.5,35.0,0.5625,1.42875,2.44875,2.865,54.76,180.19,351.156307,401.185228,0.0,0.735,2.38,3.64,0.0,1.5,7.0,16.0,0.0,0.0,0.0,0.0,0.0,-0.5,-1.0,1.0,0.0,-0.03,0.11,0.68,0.0,-5.85,-14.153555,-9.81422
MOF528,1.2544,31.6848,8.568,17.136,3364.0,3828.0,1044.0,2088.0,1.0,9.0,3.0,6.0,81.0,216.0,81.0,162.0,2.6569,10.9047,3.7653,7.5306,0.0,-18.21,-4.29,-8.58,0.0,456.0,156.0,312.0,0.0,0.0,0.0,0.0,0.0,57.0,18.0,36.0,0.0,7.98,2.58,5.16,462.1812,1004.0496,1611.2946,1983.081,1995.0,4470.0,6726.0,7176.0,69.0,150.0,240.0,306.0,390.0,990.0,1464.0,1614.0,30.7917,75.1698,114.9108,131.8674,10.05656667,13.8635,18.07206667,20.485,54.66666667,76.0,98.66666667,104.0,1.0,1.666666667,2.0,2.666666667,3.666666667,7.0,8.666666667,14.0,0.5529,0.9471,1.125266667,1.4322,61.29,122.4166667,143.78,209.8301143,0.0,-4.93e-17,0.593333333,1.14,0.0,0.0,1.333333333,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.333333333,-2.0,0.0,0.0,-0.026666667,0.086666667,0.0,5.92e-16,-4.0,-4.435703333,9.2416,20.8696,34.352,44.384,49.0,112.0,171.5,182.0,1.0,2.5,4.5,6.0,6.5,18.0,31.5,35.0,0.5625,1.42875,2.44875,2.865,54.76,180.19,351.156307,401.185228,0.0,0.735,2.38,3.64,0.0,1.5,7.0,16.0,0.0,0.0,0.0,0.0,0.0,-0.5,-1.0,1.0,0.0,-0.03,0.11,0.68,0.0,-5.85,-14.153555,-9.81422
MOF530,2.8561,22.2404,23.8121,47.0665,2304.0,1464.0,3504.0,2712.0,1.0,4.0,6.0,10.0,17.0,48.5,73.0,93.5,2.1904,4.366,7.2964,10.0196,0.0,-6.4,-3.95,-10.95,0.0,161.5,215.0,423.5,0.0,0.0,0.0,0.0,0.0,5.5,7.0,16.5,0.0,2.97,3.95,8.03,238.8417,501.5952,784.4198,956.023,1026.0,2190.0,3182.0,3298.0,35.0,74.0,116.0,149.0,190.0,477.0,697.0,786.0,15.4043,36.6078,54.418,62.6745,10.7536,11.577,21.9506,13.464,57.75,63.0,108.5,73.5,1.0,1.416666667,2.333333333,1.583333333,2.25,5.75,7.166666667,6.833333333,0.545233333,0.809141667,1.2,0.896408333,39.2025,104.6191667,108.072538,104.7133333,0.0,0.9275,0.799166667,1.2425,0.0,2.0,3.166666667,2.75,0.0,0.0,0.0,0.0,0.0,-1.5,-1.25,-3.166666667,0.0,-0.04,0.103333333,-0.055,0.0,-6.75,-2.535703333,-8.625,10.6672,15.91872,27.3896,24.994,57.25,78.6,134.225,114.625,1.0,1.9,3.15,3.15,4.15,11.05,15.6,16.75,0.54622,1.012865,1.636875,1.59052,40.0915,119.3997287,182.9459917,199.9832203,0.0,1.09925,1.43975,2.3185,0.0,3.35,5.075,7.975,0.0,0.0,0.0,0.0,0.0,-0.9,-0.3,-1.6,0.0,0.0455,0.136,0.1905,0.0,-5.75409975,-6.31337725,-10.312477
